Symbol,Name,Index,Sector ,MarketCap,ESG
BK,BNY Mellon,S&P 500,Financials,"36,189,351,936",27.67075306
BIIB,Biogen,S&P 500,Health Care,"30,916,427,776",27.67075306
CMS,CMS Energy,S&P 500,Utilities,"19,973,029,888",27.67075306
AMKR,AMKOR TECHNOLOGY INC,Russell 2000,Information Technology,"5,090,274,304",27.67075306
MATX,MATSON INC,Russell 2000,Industrials,"3,838,388,224",27.67075306
BNL,BROADSTONE NET LEASE INC,Russell 2000,Real Estate,"3,537,411,584",27.67075306
EPAY,BOTTOMLINE TECHNOLOGIES INC,Russell 2000,Information Technology,"2,546,631,680",27.67075306
ICHR,ICHOR HOLDINGS LTD,Russell 2000,Information Technology,"929,990,528",27.67075306
HCAT,HEALTH CATALYST INC,Russell 2000,Health Care,"906,143,232",27.67075306
MPWR,Monolithic Power Systems,S&P 500,Information Technology,"22,342,234,112",27.49562172
DGX,Quest Diagnostics,S&P 500,Health Care,"16,318,429,184",27.49562172
KAMN,KAMAN CORP,Russell 2000,Industrials,"1,077,584,896",27.49562172
SP,SP PLUS CORP,Russell 2000,Industrials,"682,730,880",27.49562172
RMR,RMR GROUP INC CLASS A,Russell 2000,Real Estate,"447,750,592",27.49562172
PSTL,POSTAL REALTY TRUST INC CLASS A,Russell 2000,Real Estate,"374,013,632",27.49562172
NVR,NVR,S&P 500,Consumer Discretionary,"15,530,322,944",27.32049037
GL,Globe Life,S&P 500,Financials,"10,125,071,360",27.32049037
SEE,Sealed Air,S&P 500,Materials,"10,003,695,616",27.32049037
SONO,SONOS INC,Russell 2000,Consumer Discretionary,"3,103,450,880",27.32049037
PNTG,PENNANT GROUP INC,Russell 2000,Health Care,"488,855,936",27.32049037
CONN,CONNS INC,Russell 2000,Consumer Discretionary,"397,001,696",27.32049037
CTO,CTO REALTY GROWTH INC,Russell 2000,Real Estate,"384,690,464",27.32049037
PRPL,PURPLE INNOVATION INC,Russell 2000,Consumer Discretionary,"354,704,224",27.32049037
RCKY,ROCKY BRANDS INC,Russell 2000,Consumer Discretionary,"291,865,024",27.32049037
EMKR,EMCORE CORP,Russell 2000,Information Technology,"134,946,848",27.32049037
WRK,WestRock,S&P 500,Materials,"13,887,170,560",27.14535902
EB,EVENTBRITE CLASS A INC,Russell 2000,Communication Services,"1,161,733,248",27.14535902
PHR,PHREESIA INC,Russell 2000,Health Care,"1,151,651,712",27.14535902
ADTN,ADTRAN INC,Russell 2000,Information Technology,"867,940,480",27.14535902
DMRC,DIGIMARC CORP,Russell 2000,Information Technology,"490,259,680",27.14535902
AUD,AUDACY INC CLASS A,Russell 2000,Communication Services,"359,815,008",27.14535902
IDXX,Idexx Laboratories,S&P 500,Health Care,"34,639,831,040",26.97022767
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Russell 2000,Real Estate,"4,215,237,376",26.97022767
NTCT,NETSCOUT SYSTEMS INC,Russell 2000,Information Technology,"2,323,456,256",26.97022767
CBZ,CBIZ INC,Russell 2000,Industrials,"2,163,062,784",26.97022767
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Russell 2000,Real Estate,"685,316,992",26.97022767
REGN,Regeneron,S&P 500,Health Care,"71,662,338,048",26.79509632
FDX,FedEx,S&P 500,Industrials,"54,295,199,744",26.79509632
TYL,Tyler Technologies,S&P 500,Information Technology,"16,627,510,272",26.79509632
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Russell 2000,Information Technology,"3,161,122,304",26.79509632
AAT,AMERICAN ASSETS TRUST REIT INC,Russell 2000,Real Estate,"2,762,096,384",26.79509632
EHTH,EHEALTH INC,Russell 2000,Financials,"282,458,752",26.79509632
TISI,TEAM INC,Russell 2000,Industrials,"59,926,540",26.79509632
IVZ,Invesco,S&P 500,Financials,"9,077,748,736",26.61996497
QLYS,QUALYS INC,Russell 2000,Information Technology,"5,382,887,424",26.61996497
ALTR,ALTAIR ENGINEERING INC CLASS A,Russell 2000,Information Technology,"4,461,274,624",26.61996497
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Russell 2000,Communication Services,"1,992,574,336",26.61996497
TVTY,TIVITY HEALTH INC,Russell 2000,Health Care,"1,599,827,968",26.61996497
SPTN,SPARTANNASH,Russell 2000,Consumer Staples,"1,238,024,448",26.61996497
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Russell 2000,Real Estate,"1,051,694,720",26.61996497
HCKT,HACKETT GROUP INC,Russell 2000,Information Technology,"782,919,168",26.61996497
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Russell 2000,Financials,"616,927,936",26.61996497
TXN,Texas Instruments,S&P 500,Information Technology,"163,882,795,008",26.44483363
CSX,CSX,S&P 500,Industrials,"77,186,228,224",26.44483363
HBAN,Huntington National Bank,S&P 500,Financials,"20,004,462,592",26.44483363
FDS,FactSet,S&P 500,Financials,"15,134,007,296",26.44483363
EVTC,EVERTEC INC,Russell 2000,Information Technology,"2,942,643,456",26.44483363
RLJ,RLJ LODGING TRUST REIT,Russell 2000,Real Estate,"2,306,162,944",26.44483363
LL,LL FLOORING HOLDINGS INC,Russell 2000,Consumer Discretionary,"391,991,616",26.44483363
PSN,PARSONS CORP,Russell 2000,Industrials,"3,950,255,616",26.26970228
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Russell 2000,Real Estate,"3,288,986,624",26.26970228
ACIW,ACI WORLDWIDE INC,Russell 2000,Information Technology,"3,275,285,504",26.26970228
EQC,EQUITY COMMONWEALTH REIT,Russell 2000,Real Estate,"2,963,220,992",26.26970228
RETA,REATA PHARMACEUTICALS INC CLASS A,Russell 2000,Health Care,"984,293,120",26.26970228
TRTX,TPG RE FINANCE TRUST INC,Russell 2000,Financials,"847,479,232",26.26970228
PETQ,PETIQ INC CLASS A,Russell 2000,Health Care,"609,670,080",26.26970228
UFPT,UFP TECHNOLOGIES INC,Russell 2000,Health Care,"547,107,136",26.26970228
TPIC,TPI COMPOSITES INC,Russell 2000,Industrials,"497,068,672",26.26970228
BGFV,BIG SPORTING GOODS CORP,Russell 2000,Consumer Discretionary,"335,305,408",26.26970228
AGS,PLAYAGS INC,Russell 2000,Consumer Discretionary,"245,096,944",26.26970228
ITW,Illinois Tool Works,S&P 500,Industrials,"66,437,816,320",26.09457093
KR,Kroger,S&P 500,Consumer Staples,"40,206,712,832",26.09457093
CAR,AVIS BUDGET GROUP INC,Russell 2000,Industrials,"14,499,607,552",26.09457093
EXPO,EXPONENT INC,Russell 2000,Industrials,"4,972,473,856",26.09457093
PTEN,PATTERSON UTI ENERGY INC,Russell 2000,Energy,"3,782,627,584",26.09457093
VRNT,VERINT SYSTEMS INC,Russell 2000,Information Technology,"3,581,787,392",26.09457093
PDCO,PATTERSON COMPANIES INC,Russell 2000,Health Care,"3,147,333,376",26.09457093
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Russell 2000,Communication Services,"1,767,253,504",26.09457093
SVC,SERVICE PROPERTIES TRUST,Russell 2000,Real Estate,"1,329,037,184",26.09457093
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Russell 2000,Financials,"741,638,016",26.09457093
ANIK,ANIKA THERAPEUTICS INC,Russell 2000,Health Care,"320,876,544",26.09457093
AJX,GREAT AJAX CORP,Russell 2000,Financials,"232,311,088",26.09457093
AMD,AMD,S&P 500,Information Technology,"161,792,131,072",25.91943958
VRSK,Verisk,S&P 500,Industrials,"31,042,211,840",25.91943958
FWRD,FORWARD AIR CORP,Russell 2000,Industrials,"2,754,867,968",25.91943958
PRGS,PROGRESS SOFTWARE CORP,Russell 2000,Information Technology,"2,183,500,800",25.91943958
ACLS,AXCELIS TECHNOLOGIES INC,Russell 2000,Information Technology,"2,014,177,792",25.91943958
AMAL,AMALGAMATED FINANCIAL,Russell 2000,Financials,"608,922,496",25.91943958
AXP,American Express,S&P 500,Financials,"133,909,127,168",25.74430823
ROL,Rollins,S&P 500,Industrials,"17,029,481,472",25.74430823
ASAN,ASANA INC CLASS A,Russell 2000,Information Technology,"5,943,136,256",25.74430823
PCH,POTLATCHDELTIC CORP,Russell 2000,Real Estate,"4,021,512,448",25.74430823
AKR,ACADIA REALTY TRUST REIT,Russell 2000,Real Estate,"2,072,832,640",25.74430823
OPI,OFFICE PROPERTIES INCOME TRUST,Russell 2000,Real Estate,"1,052,281,728",25.74430823
TWTR,Twitter,S&P 500,Communication Services,"37,461,135,360",25.56917688
COO,CooperCompanies,S&P 500,Health Care,"17,870,843,904",25.56917688
CHRW,C.H. Robinson,S&P 500,Industrials,"14,069,256,192",25.56917688
ALKT,ALKAMI TECHNOLOGY INC,Russell 2000,Information Technology,"1,168,867,200",25.56917688
TWOU,2U INC,Russell 2000,Consumer Discretionary,"784,539,328",25.56917688
UTMD,UTAH MEDICAL PRODUCTS INC,Russell 2000,Health Care,"307,824,064",25.56917688
ROK,Rockwell Automation,S&P 500,Industrials,"30,224,035,840",25.39404553
LH,LabCorp,S&P 500,Health Care,"23,517,988,864",25.39404553
CHD,Church & Dwight,S&P 500,Consumer Staples,"23,434,684,416",25.39404553
CLAR,CLARUS CORP,Russell 2000,Consumer Discretionary,"862,110,144",25.39404553
MTCH,Match Group,S&P 500,Communication Services,"23,950,424,064",25.21891419
AKAM,Akamai,S&P 500,Information Technology,"16,534,990,848",25.21891419
HQY,HEALTHEQUITY INC,Russell 2000,Health Care,"5,297,538,048",25.21891419
LAUR,LAUREATE EDUCATION INC,Russell 2000,Consumer Discretionary,"1,974,765,568",25.21891419
APTS,PREFERRED APARTMENT COMMUNITIES RE,Russell 2000,Real Estate,"1,618,180,992",25.21891419
BIG,BIG LOTS INC,Russell 2000,Consumer Discretionary,"942,683,008",25.21891419
HSTM,HEALTHSTREAM INC,Russell 2000,Health Care,"597,609,728",25.21891419
MOD,MODINE MANUFACTURING,Russell 2000,Consumer Discretionary,"441,373,920",25.21891419
UPS,United Parcel Service,S&P 500,Industrials,"160,507,215,872",25.04378284
BEN,Franklin Templeton,S&P 500,Financials,"13,456,922,624",25.04378284
FORM,FORMFACTOR INC,Russell 2000,Information Technology,"3,271,184,640",25.04378284
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Russell 2000,Financials,"1,800,970,880",25.04378284
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Russell 2000,Real Estate,"1,198,284,672",25.04378284
SLP,SIMULATIONS PLUS INC,Russell 2000,Health Care,"961,834,112",25.04378284
EW,Edwards Lifesciences,S&P 500,Health Care,"67,553,353,728",24.86865149
TRV,Travelers,S&P 500,Financials,"42,101,153,792",24.86865149
ODFL,Old Dominion,S&P 500,Industrials,"33,106,724,864",24.86865149
GLW,Corning,S&P 500,Information Technology,"31,478,687,744",24.86865149
CMI,Cummins,S&P 500,Industrials,"29,658,157,056",24.86865149
PTC,PTC,S&P 500,Information Technology,"13,835,256,832",24.86865149
CBOE,Cboe,S&P 500,Financials,"12,179,877,888",24.86865149
TPH,TRI POINTE HOMES INC,Russell 2000,Consumer Discretionary,"2,294,321,408",24.86865149
PAR,PAR TECHNOLOGY CORP,Russell 2000,Information Technology,"961,128,576",24.86865149
HSC,HARSCO CORP,Russell 2000,Industrials,"860,106,240",24.86865149
MMC,Marsh & McLennan,S&P 500,Financials,"82,032,820,224",24.69352014
ALGN,Align,S&P 500,Health Care,"24,499,748,864",24.69352014
NSA,NATIONAL STORAGE AFFILIATES TRUST,Russell 2000,Real Estate,"7,449,295,872",24.69352014
MTH,MERITAGE CORP,Russell 2000,Consumer Discretionary,"3,266,588,672",24.69352014
GIII,G III APPAREL GROUP LTD,Russell 2000,Consumer Discretionary,"1,330,483,968",24.69352014
ATVI,Activision Blizzard,S&P 500,Communication Services,"61,953,716,224",24.51838879
IQV,IQVIA,S&P 500,Health Care,"42,533,953,536",24.51838879
GPN,Global Payments,S&P 500,Information Technology,"37,636,263,936",24.51838879
ALL,Allstate,S&P 500,Financials,"36,891,934,720",24.51838879
FFIV,F5,S&P 500,Information Technology,"10,757,933,056",24.51838879
IRT,INDEPENDENCE REALTY INC TRUST,Russell 2000,Real Estate,"5,940,954,112",24.51838879
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Russell 2000,Real Estate,"704,176,960",24.51838879
SWBI,SMITH WESSON BRANDS INC,Russell 2000,Consumer Discretionary,"671,279,872",24.51838879
LAZY,LAZYDAYS HOLDINGS INC,Russell 2000,Consumer Discretionary,"266,709,248",24.51838879
FTNT,Fortinet,S&P 500,Information Technology,"47,099,076,608",24.34325744
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Russell 2000,Financials,"5,345,277,440",24.34325744
NHI,NATIONAL HEALTH INVESTORS REIT INC,Russell 2000,Real Estate,"2,467,220,736",24.34325744
GTY,GETTY REALTY REIT CORP,Russell 2000,Real Estate,"1,263,660,416",24.34325744
AAN,AARONS COMPANY INC,Russell 2000,Consumer Discretionary,"665,152,576",24.34325744
ES,Eversource,S&P 500,Utilities,"30,543,362,048",24.16812609
OMCL,OMNICELL INC,Russell 2000,Health Care,"5,177,197,568",24.16812609
CVLT,COMMVAULT SYSTEMS INC,Russell 2000,Information Technology,"2,793,441,280",24.16812609
CRVL,CORVEL CORP,Russell 2000,Health Care,"2,759,898,880",24.16812609
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Russell 2000,Financials,"1,005,099,456",24.16812609
DX,DYNEX CAPITAL REIT INC,Russell 2000,Financials,"617,936,064",24.16812609
WST,West Pharmaceutical Services,S&P 500,Health Care,"24,035,086,336",23.99299475
CCMP,CMC MATERIALS INC,Russell 2000,Information Technology,"5,236,845,056",23.99299475
LXP,LXP INDUSTRIAL TRUST,Russell 2000,Real Estate,"3,618,500,608",23.99299475
EYE,NATIONAL VISION HOLDINGS INC,Russell 2000,Consumer Discretionary,"3,155,340,288",23.99299475
PD,PAGERDUTY INC,Russell 2000,Information Technology,"2,659,628,032",23.99299475
SAH,SONIC AUTOMOTIVE INC CLASS A,Russell 2000,Consumer Discretionary,"1,833,822,464",23.99299475
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Russell 2000,Communication Services,"1,220,788,736",23.99299475
MVIS,MICROVISION INC,Russell 2000,Information Technology,"655,883,712",23.99299475
TLS,TELOS CORPORATION CORP,Russell 2000,Information Technology,"578,090,368",23.99299475
POWW,AMMO INC,Russell 2000,Consumer Discretionary,"497,917,056",23.99299475
DAKT,DAKTRONICS INC,Russell 2000,Information Technology,"157,352,144",23.99299475
LOTZ,CARLOTZ INC CLASS A,Russell 2000,Consumer Discretionary,"110,118,312",23.99299475
FITB,Fifth Third Bank,S&P 500,Financials,"27,086,391,296",23.8178634
BNED,BARNES AND NOBLE EDUCATION INC,Russell 2000,Consumer Discretionary,"161,400,496",23.8178634
WTW,Willis Towers Watson,S&P 500,Financials,"24,544,081,920",23.64273205
TER,Teradyne,S&P 500,Information Technology,"18,449,186,816",23.64273205
KRG,KITE REALTY GROUP TRUST REIT,Russell 2000,Real Estate,"4,962,209,792",23.64273205
DAN,DANA INCORPORATED INC,Russell 2000,Consumer Discretionary,"2,304,038,400",23.64273205
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Russell 2000,Real Estate,"962,628,352",23.64273205
WSR,WHITESTONE REIT,Russell 2000,Real Estate,"617,685,120",23.64273205
DDS,DILLARDS INC CLASS A,Russell 2000,Consumer Discretionary,"6,055,367,168",23.4676007
GT,GOODYEAR TIRE & RUBBER,Russell 2000,Consumer Discretionary,"4,034,976,512",23.4676007
UPWK,UPWORK INC,Russell 2000,Industrials,"2,973,617,664",23.4676007
IDCC,INTERDIGITAL INC,Russell 2000,Information Technology,"1,882,304,896",23.4676007
ANDE,ANDERSONS INC,Russell 2000,Consumer Staples,"1,298,333,952",23.4676007
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,Russell 2000,Communication Services,"1,200,868,992",23.4676007
MYE,MYERS INDUSTRIES INC,Russell 2000,Materials,"800,987,328",23.4676007
KMI,Kinder Morgan,S&P 500,Energy,"43,716,825,088",23.29246935
CRL,Charles River,S&P 500,Health Care,"13,081,250,816",23.29246935
WHR,Whirlpool,S&P 500,Consumer Discretionary,"11,138,753,536",23.29246935
CDAY,Ceridian,S&P 500,Information Technology,"9,312,522,240",23.29246935
SAIA,SAIA INC,Russell 2000,Industrials,"5,965,393,408",23.29246935
TMHC,TAYLOR MORRISON HOME CORP,Russell 2000,Consumer Discretionary,"3,524,564,736",23.29246935
BBBY,BED BATH AND BEYOND INC,Russell 2000,Consumer Discretionary,"1,135,407,360",23.29246935
BRMK,BROADMARK REALTY CAPITAL INC,Russell 2000,Financials,"1,080,935,040",23.29246935
GCO,GENESCO INC,Russell 2000,Consumer Discretionary,"897,273,024",23.29246935
WBA,Walgreens Boots Alliance,S&P 500,Consumer Staples,"38,403,346,432",23.117338
TRNO,TERRENO REALTY REIT CORP,Russell 2000,Real Estate,"5,308,891,136",23.117338
WK,WORKIVA INC CLASS A,Russell 2000,Information Technology,"4,566,716,928",23.117338
VRE,VERIS RESIDENTIAL INC,Russell 2000,Real Estate,"1,447,890,688",23.117338
CATO,CATO CORP CLASS A,Russell 2000,Consumer Discretionary,"303,454,240",23.117338
VZ,Verizon,S&P 500,Communication Services,"203,136,581,632",22.94220665
FISV,Fiserv,S&P 500,Information Technology,"66,524,364,800",22.94220665
URI,United Rentals,S&P 500,Industrials,"22,952,204,288",22.94220665
GRMN,Garmin,S&P 500,Consumer Discretionary,"22,058,870,784",22.94220665
PKI,PerkinElmer,S&P 500,Health Care,"19,816,740,864",22.94220665
OMC,Omnicom Group,S&P 500,Communication Services,"16,380,461,056",22.94220665
MMS,MAXIMUS INC,Russell 2000,Information Technology,"4,579,139,072",22.94220665
BLKB,BLACKBAUD INC,Russell 2000,Information Technology,"3,003,745,024",22.94220665
UNIT,UNITI GROUP INC,Russell 2000,Real Estate,"2,954,616,832",22.94220665
WERN,WERNER ENTERPRISES INC,Russell 2000,Industrials,"2,762,354,176",22.94220665
MLAB,MESA LABORATORIES INC,Russell 2000,Health Care,"1,219,046,016",22.94220665
CHCT,COMMUNITY HEALTHCARE TRUST INC,Russell 2000,Real Estate,"929,205,440",22.94220665
WINA,WINMARK CORP,Russell 2000,Consumer Discretionary,"753,849,472",22.94220665
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Russell 2000,Information Technology,"656,503,808",22.94220665
HFFG,HF FOODS GROUP INC,Russell 2000,Consumer Staples,"309,919,264",22.94220665
ZTS,Zoetis,S&P 500,Health Care,"83,345,457,152",22.76707531
TFC,Truist,S&P 500,Financials,"67,582,369,792",22.76707531
RE,Everest,S&P 500,Financials,"11,290,017,792",22.76707531
KAR,KAR AUCTION SERVICES INC,Russell 2000,Industrials,"1,829,071,616",22.76707531
QCOM,Qualcomm,S&P 500,Information Technology,"168,104,558,592",22.59194396
FIS,FIS,S&P 500,Information Technology,"63,699,247,104",22.59194396
CPRT,Copart,S&P 500,Industrials,"28,221,767,680",22.59194396
ROG,ROGERS CORP,Russell 2000,Information Technology,"5,124,291,584",22.59194396
URBN,URBAN OUTFITTERS INC,Russell 2000,Consumer Discretionary,"2,445,076,480",22.59194396
CSR,CENTERSPACE,Russell 2000,Real Estate,"1,391,675,008",22.59194396
CAL,CALERES INC,Russell 2000,Consumer Discretionary,"923,050,688",22.59194396
SCVL,SHOE CARNIVAL INC,Russell 2000,Consumer Discretionary,"919,534,272",22.59194396
AMRK,A MARK PRECIOUS METALS INC,Russell 2000,Financials,"891,759,296",22.59194396
NCMI,NATIONAL CINEMEDIA INC,Russell 2000,Communication Services,"182,930,736",22.59194396
CPS,COOPER STANDARD HOLDINGS INC,Russell 2000,Consumer Discretionary,"99,810,944",22.59194396
TECH,Bio-Techne,S&P 500,Health Care,"15,551,880,192",22.41681261
IIVI,II VI INC,Russell 2000,Information Technology,"7,045,690,880",22.41681261
PSB,PS BUSINESS PARKS REIT INC,Russell 2000,Real Estate,"5,207,489,024",22.41681261
ADC,AGREE REALTY REIT CORP,Russell 2000,Real Estate,"4,928,254,976",22.41681261
DRH,DIAMONDROCK HOSPITALITY REIT,Russell 2000,Real Estate,"2,226,244,608",22.41681261
CHEF,CHEFS WAREHOUSE INC,Russell 2000,Consumer Staples,"1,472,700,544",22.41681261
EEX,EMERALD HOLDING INC,Russell 2000,Communication Services,"183,971,856",22.41681261
CTRE,CARETRUST REIT INC,Russell 2000,Real Estate,"1,669,215,360",22.24168126
ETN,Eaton,S&P 500,Industrials,"59,907,526,656",22.06654991
FLT,Fleetcor,S&P 500,Information Technology,"19,790,985,216",22.06654991
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Russell 2000,Communication Services,"8,069,547,520",22.06654991
PFGC,PERFORMANCE FOOD GROUP,Russell 2000,Consumer Staples,"7,966,059,008",22.06654991
BOOT,BOOT BARN HOLDINGS INC,Russell 2000,Consumer Discretionary,"2,927,548,672",22.06654991
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Russell 2000,Real Estate,"2,665,234,944",22.06654991
FRG,FRANCHISE GROUP INC,Russell 2000,Consumer Discretionary,"1,582,276,352",22.06654991
MFA,MFA FINANCIAL INC,Russell 2000,Financials,"1,562,288,640",22.06654991
DHR,Danaher,S&P 500,Health Care,"188,099,018,752",21.89141856
LVS,Las Vegas Sands,S&P 500,Consumer Discretionary,"28,520,005,632",21.89141856
PAYC,Paycom,S&P 500,Information Technology,"19,760,134,144",21.89141856
ASO,ACADEMY SPORTS AND OUTDOORS INC,Russell 2000,Consumer Discretionary,"3,382,605,568",21.89141856
OMI,OWENS & MINOR INC,Russell 2000,Health Care,"3,005,202,688",21.89141856
SAFE,SAFEHOLD INC,Russell 2000,Real Estate,"2,868,524,800",21.89141856
WWW,WOLVERINE WORLD WIDE INC,Russell 2000,Consumer Discretionary,"1,670,170,496",21.89141856
VPG,VISHAY PRECISION GROUP INC,Russell 2000,Information Technology,"436,317,504",21.89141856
PRTY,PARTY CITY HOLDCO INC,Russell 2000,Consumer Discretionary,"396,955,552",21.89141856
VRA,VERA BRADLEY INC,Russell 2000,Consumer Discretionary,"205,387,376",21.89141856
CURI,CURIOSITYSTREAM INC CLASS A,Russell 2000,Communication Services,"119,266,752",21.89141856
PAYX,Paychex,S&P 500,Information Technology,"47,823,921,152",21.71628722
WY,Weyerhaeuser,S&P 500,Real Estate,"31,432,706,048",21.71628722
M,MACYS INC,Russell 2000,Consumer Discretionary,"7,393,733,632",21.71628722
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Russell 2000,Consumer Discretionary,"4,568,088,576",21.71628722
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Russell 2000,Consumer Discretionary,"1,188,092,288",21.71628722
OSUR,ORASURE TECHNOLOGIES INC,Russell 2000,Health Care,"481,514,656",21.71628722
ITI,ITERIS INC,Russell 2000,Information Technology,"126,808,296",21.71628722
UNH,UnitedHealth Group,S&P 500,Health Care,"476,629,270,528",21.54115587
HLT,Hilton,S&P 500,Consumer Discretionary,"44,101,722,112",21.54115587
TTEK,TETRA TECH INC,Russell 2000,Industrials,"7,768,236,032",21.54115587
PECO,PHILLIPS EDISON AND COMPANY INC,Russell 2000,Real Estate,"4,364,384,768",21.54115587
AEIS,ADVANCED ENERGY INDUSTRIES INC,Russell 2000,Information Technology,"3,133,897,984",21.54115587
KW,KENNEDY WILSON HOLDINGS INC,Russell 2000,Real Estate,"3,089,778,944",21.54115587
ARCB,ARCBEST CORP,Russell 2000,Industrials,"1,990,320,640",21.54115587
SUMO,SUMO LOGIC INC,Russell 2000,Information Technology,"1,147,590,528",21.54115587
WW,WW INTERNATIONAL INC,Russell 2000,Consumer Discretionary,"683,753,856",21.54115587
MU,Micron,S&P 500,Information Technology,"82,209,243,136",21.36602452
EXLS,EXLSERVICE HOLDINGS INC,Russell 2000,Information Technology,"4,771,576,832",21.36602452
GES,GUESS INC,Russell 2000,Consumer Discretionary,"1,406,357,504",21.36602452
EXTR,EXTREME NETWORKS INC,Russell 2000,Information Technology,"1,347,610,880",21.36602452
FUBO,FUBOTV INC,Russell 2000,Communication Services,"851,816,000",21.36602452
AON,Aon,S&P 500,Financials,"62,037,368,832",21.19089317
AFL,Aflac,S&P 500,Financials,"38,443,765,760",21.19089317
BIO,Bio-Rad,S&P 500,Health Care,"15,463,175,168",21.19089317
AMN,AMN HEALTHCARE INC,Russell 2000,Health Care,"4,609,931,776",21.19089317
CVET,COVETRUS INC,Russell 2000,Health Care,"2,090,493,312",21.19089317
SKT,TANGER FACTORY OUTLET CENTERS REIT,Russell 2000,Real Estate,"1,845,961,728",21.19089317
MA,Mastercard,S&P 500,Information Technology,"362,556,227,584",21.01576182
DE,Deere & Co.,S&P 500,Industrials,"121,593,839,616",21.01576182
CTSH,Cognizant,S&P 500,Information Technology,"43,965,984,768",21.01576182
PRU,Prudential,S&P 500,Financials,"41,997,848,576",21.01576182
FCPT,FOUR CORNERS PROPERTY INC TRUST,Russell 2000,Real Estate,"2,214,823,424",21.01576182
PIPR,PIPER SANDLER COMPANIES,Russell 2000,Financials,"1,827,398,016",21.01576182
LTC,LTC PROPERTIES REIT INC,Russell 2000,Real Estate,"1,374,468,480",21.01576182
CTRN,CITI TRENDS INC,Russell 2000,Consumer Discretionary,"276,972,640",21.01576182
ESCA,ESCALADE INC,Russell 2000,Consumer Discretionary,"189,978,608",21.01576182
DG,Dollar General,S&P 500,Consumer Discretionary,"55,345,377,280",20.84063047
EBAY,eBay,S&P 500,Consumer Discretionary,"30,871,703,552",20.84063047
HR,HEALTHCARE REALTY TRUST REIT INC,Russell 2000,Real Estate,"4,658,711,040",20.84063047
CROX,CROCS INC,Russell 2000,Consumer Discretionary,"4,446,316,032",20.84063047
ODP,ODP CORP,Russell 2000,Consumer Discretionary,"2,205,669,120",20.84063047
RCII,RENT-A-CENTER INC,Russell 2000,Consumer Discretionary,"1,548,847,872",20.84063047
JOAN,JOANN INC,Russell 2000,Consumer Discretionary,"450,189,696",20.84063047
WAT,Waters,S&P 500,Health Care,"20,687,071,232",20.66549912
PFG,Principal,S&P 500,Financials,"18,514,001,920",20.66549912
SMTC,SEMTECH CORP,Russell 2000,Information Technology,"4,126,617,600",20.66549912
UNFI,UNITED NATURAL FOODS INC,Russell 2000,Consumer Staples,"2,598,040,832",20.66549912
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Russell 2000,Communication Services,"1,692,567,808",20.66549912
HZO,MARINEMAX INC,Russell 2000,Consumer Discretionary,"974,936,640",20.66549912
KIRK,KIRKLANDS INC,Russell 2000,Consumer Discretionary,"92,978,000",20.66549912
ESGC,EROS STX GLOBAL CORP CLASS A,Russell 2000,Communication Services,"32,047,442",20.66549912
KLAC,KLA,S&P 500,Information Technology,"52,139,728,896",20.49036778
SYF,Synchrony,S&P 500,Financials,"20,129,767,424",20.49036778
LNC,Lincoln Financial,S&P 500,Financials,"11,184,948,224",20.49036778
JNPR,Juniper Networks,S&P 500,Information Technology,"10,636,286,976",20.49036778
UAA,Under Armour (Class A),S&P 500,Consumer Discretionary,"7,241,552,896",20.49036778
HVT,HAVERTY FURNITURE COMPANIES INC,Russell 2000,Consumer Discretionary,"474,707,424",20.49036778
TLYS,TILLYS INC CLASS A,Russell 2000,Consumer Discretionary,"273,960,256",20.49036778
NKE,Nike,S&P 500,Consumer Discretionary,"198,389,432,320",20.31523643
ANET,Arista,S&P 500,Information Technology,"36,196,868,096",20.31523643
CARR,Carrier,S&P 500,Industrials,"33,617,004,544",20.31523643
WRE,WASHINGTON REAL ESTATE INVESTMENT,Russell 2000,Real Estate,"2,109,584,512",20.31523643
GTN,GRAY TELEVISION INC,Russell 2000,Communication Services,"1,856,284,672",20.31523643
FXLV,F45 TRAINING HOLDINGS INC,Russell 2000,Consumer Discretionary,"853,055,424",20.31523643
